"","TeamName","PositionText","PlayedPositionsRaw","Height","Weight","FirstName","LastName","DateOfBirth","Ranking","PositionShort","PositionLong","Name","Age","GameStarted","SubOn","SubOff","Yellow","SecondYellow","Red","Goals","Assists","TotalPasses","AccuratePasses","AerialWon","AerialLost","TotalTackles","Interceptions","Fouls","OffsidesWon","TotalClearances","WasDribbled","TotalShots","ShotsOnTarget","ShotsBlocked","OwnGoals","KeyPasses","Dribbles","WasFouled","Offsides","Dispossesed","Turnovers","TotalCrosses","AccurateCrosses","TotalLongBalls","AccurateLongBalls","TotalThroughBalls","AccurateThroughBalls"
"181","Chile","Arquero",NA,184,78,"Johnny","Herrera",1981-05-08 19:00:00,20,"GK","Goalkeeper","Johnny Herrera",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","Chile","Mediocampo",NA,170,67,"José","Fuenzalida",1985-02-21 19:00:00,21,"M","Midfielder","José Fuenzalida",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278","England","Delantero","-AML-AMR-FW-",188,76,"Daniel","Sturridge",1989-08-31 19:00:00,2,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Daniel Sturridge",24,1,0,0,0,0,0,0,0,26,19,1,1,0,0,1,0,0,0,5,3,0,0,0,3,3,1,1,5,1,0,1,1,0,0
"215","Costa Rica","Delantero",NA,186,81,"Celso","Borges",1988-05-26 19:00:00,8,"FW","Forward","Celso Borges",26,1,0,0,0,0,0,0,0,49,44,2,1,1,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,1,0,4,4,0,0
"709","Uruguay","Defensa","-DR-",173,72,"Victorio Maximiliano","Pereira Páez",1984-06-07 19:00:00,19,"D(R)","Defender (Right)","Maxi Pereira",30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231","Croatia","Delantero","-AML-FW-",187,84,"Mario","Mandzukic",1986-05-20 19:00:00,1,"AM(L),FW","Attacking Midfielder (Left) / Forward","Mario Mandzukic",28,1,0,0,0,0,0,2,0,21,14,6,3,1,0,2,0,0,1,4,2,0,0,2,0,3,2,1,1,0,0,0,0,0,0
"21","Algeria","Mediocampo","-DMC-",187,77,"Hassan","Yebda",1984-05-13 19:00:00,21,"DM(C)","Defensive Midfielder (Center)","Hassan Yebda",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","Chile","Mediocampo","-MC-",179,68,"Carlos","Carmona",1987-02-20 19:00:00,16,"M(C)","Midfielder (Center)","Carlos Carmona",27,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"653","Spain","Delantero","-AMC-FW-",188,85,"Diego","Da Silva Costa",1988-10-06 19:00:00,9,"AM(C),FW","Attacking Midfielder (Center) / Forward","Diego Costa",25,1,0,1,0,0,0,0,0,13,8,0,3,0,0,1,0,0,0,3,0,0,0,2,1,0,0,2,1,1,1,0,0,0,0
"695","Uruguay","Delantero","-AMR-FW-",184,71,"Edinson","Cavani",1987-02-13 19:00:00,5,"AM(R),FW","Attacking Midfielder (Right) / Forward","Edinson Cavani",27,1,0,0,0,0,0,0,1,24,19,1,3,0,0,1,0,2,3,2,0,0,0,2,2,0,1,1,1,0,0,3,3,1,1
"211","Costa Rica","Defensa","-DL-",185,76,"Júnior Enrique","Díaz Campbell",1983-09-11 19:00:00,4,"D(L)","Defender (Left)","Júnior Díaz",30,1,0,0,0,0,0,0,1,42,32,0,0,4,0,2,2,5,2,0,0,1,0,2,0,3,0,0,2,2,2,8,3,0,0
"702","Uruguay","Delantero","-AMR-FW-",185,77,"Christian","Stuani",1986-10-11 19:00:00,12,"AM(R),FW","Attacking Midfielder (Right) / Forward","Christian Stuani",27,0,1,0,0,0,0,0,0,7,3,3,2,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"698","Uruguay","Mediocampo","-MC-",170,68,"Egidio","Arévalo Rios",1981-12-31 19:00:00,8,"M(C)","Midfielder (Center)","Egidio Arévalo Rios",32,1,0,0,0,0,0,0,0,25,17,3,0,3,2,1,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,0
"192","Colombia","Defensa","-DL-ML-",174,73,"Pablo","Armero",1986-11-01 19:00:00,8,"D(L),M(L)","Defender (Left) / Midfielder (Left)","Pablo Armero",27,1,0,1,0,0,0,0,0,25,17,0,0,4,1,1,0,0,2,0,0,1,0,0,0,1,1,1,0,3,1,4,1,0,0
"200","Colombia","Delantero","-AML-FW-",185,74,"Adrián","Ramos",1986-01-21 19:00:00,16,"AM(L),FW","Attacking Midfielder (Left) / Forward","Adrián Ramos",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","Ecuador","Delantero",NA,186,76,"Jaime","Ayoví",1988-02-20 19:00:00,19,"FW","Forward","Jaime Ayoví",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266","Ecuador","Delantero",NA,178,74,"Michael","Arroyo",1987-04-22 19:00:00,13,"FW","Forward","Michael Arroyo",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304","France","Delantero","-FW-",192,88,"Olivier","Giroud",1986-09-29 19:00:00,5,"FW","Forward","Olivier Giroud",27,1,0,1,0,0,0,1,1,24,15,6,2,1,0,2,0,2,0,4,1,0,0,1,0,2,0,4,4,1,0,0,0,0,0
"393","Honduras","Delantero",NA,188,85,"Carlo","Costly",1982-07-17 19:00:00,2,"FW","Forward","Carlo Costly",31,1,0,0,0,0,0,1,0,19,11,7,9,0,0,4,0,0,0,3,1,0,0,2,1,1,1,2,2,1,0,1,1,0,0
"486","Japan","Delantero","-MC-MR-",182,76,"Keisuke","Honda",1986-06-12 19:00:00,3,"M(CR)","Midfielder (Center, Right)","Keisuke Honda",28,1,0,0,0,0,0,0,0,65,58,3,0,1,0,2,0,2,2,3,1,0,0,0,0,5,0,3,3,3,0,1,1,1,0
"423","Iran","Delantero","-AMR-FW-",180,76,"Reza","Ghoochanneijhad",1987-09-19 19:00:00,9,"AM(R),FW","Attacking Midfielder (Right) / Forward","Reza Ghoochanneijhad",26,1,0,0,0,0,0,0,0,16,13,5,7,1,0,4,0,0,1,3,2,0,0,0,1,2,0,4,4,0,0,0,0,0,0
"325","Germany","Defensa","-DC-DL-DR-",187,80,"Benedikt","Höwedes",1988-02-28 19:00:00,3,"D(CLR)","Defender (Center, Left, Right)","Benedikt Höwedes",26,1,0,0,0,0,0,0,1,36,30,3,1,2,2,0,1,1,1,1,0,0,0,1,0,1,0,1,2,0,0,1,0,0,0
"104","Bosnia-Herzegovina","Delantero","-FW-",193,84,"Edin","Dzeko",1986-03-16 19:00:00,12,"FW","Forward","Edin Dzeko",28,1,0,0,0,0,0,0,0,19,16,2,4,1,1,0,0,0,1,8,4,0,0,1,0,1,1,4,2,0,0,0,0,0,0
"385","Greece","Defensa","-DL-",183,81,"Giorgios","Tzavellas",1987-11-25 19:00:00,17,"D(L)","Defender (Left)","Giorgios Tzavellas",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302","France","Mediocampo","-AMC-AML-AMR-",167,58,"Mathieu","Valbuena",1984-09-27 19:00:00,3,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Mathieu Valbuena",29,1,0,1,0,0,0,1,1,39,30,1,0,0,1,3,0,0,0,3,3,0,0,2,0,0,0,5,1,2,0,5,3,1,0
"703","Uruguay","Mediocampo","-DMC-",168,65,"Walter","Gargano",1984-07-22 19:00:00,13,"DM(C)","Defensive Midfielder (Center)","Walter Gargano",29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","Chile","Mediocampo","-MC-",180,75,"Arturo","Vidal",1987-05-21 19:00:00,13,"M(C)","Midfielder (Center)","Arturo Vidal",27,1,0,1,1,0,0,0,0,38,28,2,2,2,0,5,0,1,0,0,0,0,0,0,2,2,0,2,0,0,0,2,1,0,0
"71","Belgium","Mediocampo","-DMC-",183,73,"Axel","Witsel",1989-01-11 19:00:00,2,"DM(C)","Defensive Midfielder (Center)","Axel Witsel",25,1,0,0,1,0,0,0,0,35,35,1,1,1,2,1,0,3,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0
"162","Chile","Delantero","-AMC-AML-AMR-FW-",168,62,"Alexis","Sánchez",1988-12-18 19:00:00,1,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Alexis Sánchez",25,1,0,0,0,0,0,0,0,31,21,1,6,3,2,3,0,0,0,1,1,0,0,1,2,2,1,4,3,1,0,3,2,1,1
"665","Spain","Mediocampo","-AMC-AML-AMR-",170,63,"Juan","Mata",1988-04-27 19:00:00,21,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Juan Mata",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","France","Arquero","-GK-",188,73,"Hugo","Lloris",1986-12-25 19:00:00,13,"GK","Goalkeeper","Hugo Lloris",27,1,0,0,0,0,0,0,0,17,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0
"322","France","Arquero","-GK-",188,90,"Stéphane","Ruffier",1986-09-26 19:00:00,23,"GK","Goalkeeper","Stéphane Ruffier",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","Chile","Mediocampo","-DMC-",171,71,"Charles","Aránguiz",1989-04-16 19:00:00,3,"DM(C)","Defensive Midfielder (Center)","Charles Aránguiz",25,1,0,1,0,0,0,1,1,14,10,0,0,1,-1,0,0,0,1,1,1,0,0,1,2,1,0,3,0,0,0,0,0,0,0
"180","Chile","Mediocampo","-AMC-AML-AMR-",168,70,"Fabián","Orellana",1986-01-26 19:00:00,19,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Fabián Orellana",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"601","Russia","Defensa","-DL-ML-",182,69,"Dmitriy","Kombarov",1987-01-21 19:00:00,3,"D(L),M(L)","Defender (Left) / Midfielder (Left)","Dmitriy Kombarov",27,1,0,0,0,0,0,0,0,36,26,0,2,2,4,1,1,2,5,0,0,1,0,0,1,1,0,0,0,7,-1,5,1,0,0
"651","Spain","Defensa","-DL-DR-",178,75,"César","Azpilicueta",1989-08-27 19:00:00,7,"D(LR)","Defender (Left, Right)","César Azpilicueta",24,1,0,0,0,0,0,0,0,57,49,1,2,2,3,2,0,1,0,0,0,0,0,0,3,0,0,1,1,3,0,1,0,0,0
"41","Argentina","Mediocampo","-AMC-AML-AMR-",177,71,"Augusto","Fernández",1986-04-09 18:00:00,18,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Augusto Fernández",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"473","Ivory Coast","Delantero","-AMR-FW-",174,74,"Didier","Ya Konan",1984-05-21 19:00:00,13,"AM(R),FW","Attacking Midfielder (Right) / Forward","Didier Ya Konan",30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"697","Uruguay","Defensa","-DC-",185,75,"Diego","Godín",1986-02-15 19:00:00,7,"D(C)","Defender (Center)","Diego Godín",28,1,0,0,1,0,0,0,0,7,3,2,1,0,1,3,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
"250","Croatia","Defensa",NA,191,89,"Gordon","Schildenfeld",1985-03-17 19:00:00,20,"D","Defender","Gordon Schildenfeld",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","Bosnia-Herzegovina","Defensa","-DL-MC-ML-",183,78,"Senad","Lulic",1986-01-17 19:00:00,5,"D(L),M(CL)","Defender (Left) / Midfielder (Center, Left)","Senad Lulic",28,1,0,1,0,0,0,0,0,25,22,2,0,1,0,0,0,1,2,0,0,0,0,1,2,1,0,0,0,3,0,2,2,0,0
"496","Japan","Delantero","-AML-AMR-FW-",174,76,"Shinji","Okazaki",1986-04-15 18:00:00,13,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Shinji Okazaki",28,1,0,0,0,0,0,0,0,16,12,2,1,0,1,5,0,1,0,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0
"725","USA","Delantero","-FW-",185,72,"Jozy","Altidore",1989-11-05 19:00:00,12,"FW","Forward","Jozy Altidore",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"452","Italy","Mediocampo","-DMC-",184,75,"Marco","Parolo",1985-01-24 19:00:00,15,"DM(C)","Defensive Midfielder (Center)","Marco Parolo",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"700","Uruguay","Mediocampo","-DR-MC-MR-",176,72,"Álvaro","González",1984-10-28 19:00:00,10,"D(R),M(CR)","Defender (Right) / Midfielder (Center, Right)","Álvaro González",29,1,0,1,0,0,0,0,0,20,12,3,2,6,1,1,0,3,3,1,0,0,0,0,0,1,0,2,1,2,0,1,1,0,0
"194","Colombia","Mediocampo","-DL-MC-ML-MR-",172,72,"Juan","Zuñiga",1985-12-13 19:00:00,10,"D(L),M(CLR)","Defender (Left) / Midfielder (Center, Left, Right)","Juan Zuñiga",28,1,0,0,0,0,0,0,0,28,24,0,0,1,1,0,0,3,1,0,0,0,0,0,0,2,0,0,2,1,0,4,2,0,0
"188","Colombia","Mediocampo","-DMC-",182,80,"Carlos","Sánchez",1986-02-05 19:00:00,4,"DM(C)","Defensive Midfielder (Center)","Carlos Sánchez",28,1,0,0,0,0,0,0,0,30,24,2,0,4,2,0,0,2,4,1,1,0,0,0,1,1,0,0,0,0,0,5,4,0,0
"227","Costa Rica","Mediocampo",NA,183,74,"Óscar Esteban","Granados Maroto",1985-10-24 19:00:00,20,"M","Midfielder","Esteban Granados",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"514","Mexico","Delantero",NA,178,70,"Oribe","Peralta",1984-01-11 19:00:00,8,"FW","Forward","Oribe Peralta",30,1,0,1,0,0,0,0,0,15,12,0,0,0,1,3,0,1,3,0,0,0,0,1,1,0,0,3,6,0,0,1,1,0,0
"40","Argentina","Arquero",NA,190,83,"Agustín","Orión",1981-07-25 19:00:00,17,"GK","Goalkeeper","Agustín Orión",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237","Croatia","Mediocampo","-AMC-FW-",178,77,"Jorge Sammir","Cruz Campos",1987-04-22 19:00:00,7,"AM(C),FW","Attacking Midfielder (Center) / Forward","Sammir",27,1,0,1,0,0,0,0,0,24,20,0,0,2,1,2,0,0,2,2,1,0,0,3,0,1,0,1,0,0,0,0,0,1,1
"363","Ghana","Arquero",NA,188,81,"Adam","Larsen Kwarasey",1987-12-11 19:00:00,18,"GK","Goalkeeper","Adam Larsen Kwarasey",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","Colombia","Delantero","-FW-",184,75,"Jackson","Martinez",1986-10-02 19:00:00,15,"FW","Forward","Jackson Martinez",27,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"544","Netherlands","Delantero","-AML-AMR-",178,80,"Jeremain","Lens",1987-11-23 19:00:00,15,"AM(LR)","Attacking Midfielder (Left, Right)","Jeremain Lens",26,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
"119","Brazil","Defensa","-DC-DMC-",189,86,"David","Luiz Moreira Marinho",1987-04-21 19:00:00,4,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","David Luiz",27,1,0,0,0,0,0,0,0,38,33,3,1,2,0,2,0,4,0,2,0,0,0,0,1,0,0,0,1,0,0,15,12,0,0
"621","Russia","Defensa","-DC-DL-",184,75,"Vladimir","Granat",1987-05-21 19:00:00,23,"D(CL)","Defender (Center, Left)","Vladimir Granat",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"477","Ivory Coast","Delantero","-FW-",180,70,"Giovanni","Sio",1989-03-30 18:00:00,17,"FW","Forward","Giovanni Sio",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"515","Mexico","Delantero","-AMC-AML-AMR-FW-",179,71,"Giovani","dos Santos",1989-05-10 19:00:00,9,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Giovani dos Santos",25,1,0,1,0,0,0,0,0,24,20,0,1,0,0,1,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"128","Brazil","Mediocampo","-MC-ML-MR-",180,70,"Ramires","Santos do Nascimento",1987-03-23 19:00:00,13,"M(CLR)","Midfielder (Center, Left, Right)","Ramires",27,1,0,1,1,0,0,0,0,11,10,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"267","Ecuador","Defensa",NA,180,80,"Gabriel","Achilier",1985-03-23 19:00:00,14,"D","Defender","Gabriel Achilier",29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184","Chile","Defensa",NA,180,80,"Miiko","Albornoz",1990-11-29 19:00:00,23,"D","Defender","Miiko Albornoz",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261","Ecuador","Mediocampo","-AML-AMR-",170,68,"Jefferson","Montero",1989-08-31 19:00:00,8,"AM(LR)","Attacking Midfielder (Left, Right)","Jefferson Montero",24,1,0,1,1,0,0,0,0,39,28,0,0,2,2,3,0,0,2,0,0,0,0,2,0,1,0,2,4,2,0,3,3,0,0
"603","Russia","Mediocampo","-MC-",182,72,"Denis","Glushakov",1987-01-26 19:00:00,5,"M(C)","Midfielder (Center)","Denis Glushakov",27,1,0,0,1,0,0,0,0,31,24,1,0,4,2,2,1,3,4,3,0,0,0,2,1,0,0,1,1,1,1,1,0,0,0
"121","Brazil","Defensa","-DC-",183,79,"Thiago Emiliano","da Silva",1984-09-21 19:00:00,6,"D(C)","Defender (Center)","Thiago Silva",29,1,0,0,1,0,0,0,0,48,44,0,0,1,1,1,0,8,0,1,1,1,0,2,0,1,0,0,0,0,0,6,5,0,0
"731","USA","Mediocampo","-AMC-AML-",181,78,"Brad","Davis",1981-11-07 19:00:00,18,"AM(CL)","Attacking Midfielder (Center, Left)","Brad Davis",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","Ecuador","Defensa",NA,173,65,"Óscar","Bagüí",1982-12-09 19:00:00,22,"D","Defender","Óscar Bagüí",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","Chile","Defensa","-DMC-DR-",177,77,"Gonzalo","Jara",1985-08-28 19:00:00,9,"D(R),DM(C)","Defender (Right) / Defensive Midfielder (Center)","Gonzalo Jara",28,1,0,0,0,0,0,0,0,41,34,1,1,1,2,1,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,13,11,0,0
"732","USA","Arquero","-GK-",193,94,"Brad","Guzan",1984-09-08 19:00:00,19,"GK","Goalkeeper","Brad Guzan",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"727","USA","Delantero","-FW-",183,75,"Chris","Wondolowski",1983-01-27 19:00:00,14,"FW","Forward","Chris Wondolowski",31,0,1,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"240","Croatia","Defensa","-DC-",188,84,"Dejan","Lovren",1989-07-04 19:00:00,10,"D(C)","Defender (Center)","Dejan Lovren",24,1,0,0,0,0,0,0,0,35,35,4,1,1,0,1,0,5,1,0,0,2,0,1,0,0,0,0,0,0,0,9,9,0,0
"248","Croatia","Arquero","-GK-",192,84,"Danijel","Subasic",1984-10-26 19:00:00,18,"GK","Goalkeeper","Danijel Subasic",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"604","Russia","Mediocampo","-MC-",176,72,"Viktor","Faizulin",1986-04-21 18:00:00,6,"M(C)","Midfielder (Center)","Viktor Faizulin",28,1,0,0,0,0,0,0,0,44,38,1,0,1,0,0,0,0,3,3,1,0,0,2,1,4,0,3,3,3,0,5,3,0,0
"249","Croatia","Defensa","-DC-DR-",184,73,"Domagoj","Vida",1989-04-28 19:00:00,19,"D(CR)","Defender (Center, Right)","Domagoj Vida",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","Chile","Mediocampo","-DMC-",172,71,"Gary","Medel",1987-08-02 19:00:00,4,"DM(C)","Defensive Midfielder (Center)","Gary Medel",26,1,0,0,0,0,0,0,0,30,25,4,6,2,2,0,0,16,0,0,0,1,0,0,0,2,0,0,1,0,0,1,-1,0,0
"131","Brazil","Mediocampo","-AMC-AML-AMR-",175,75,"Willian","Borges Da Silva",1988-08-08 19:00:00,16,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Willian",25,0,1,0,0,0,0,0,0,3,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0
"320","France","Mediocampo","-DMC-",181,75,"Morgan","Schneiderlin",1989-11-07 19:00:00,21,"DM(C)","Defensive Midfielder (Center)","Morgan Schneiderlin",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306","France","Defensa","-DC-",187,83,"Mamadou","Sakho",1990-02-12 19:00:00,7,"D(C)","Defender (Center)","Mamadou Sakho",24,1,0,1,0,0,0,0,0,30,27,5,1,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"310","France","Mediocampo","-MC-MR-",187,83,"Moussa","Sissoko",1989-08-15 19:00:00,11,"M(CR)","Midfielder (Center, Right)","Moussa Sissoko",24,1,0,0,0,0,0,1,0,24,19,0,0,1,1,2,0,0,0,1,1,0,0,1,1,0,0,2,5,1,0,1,0,0,0
"296","England","Arquero","-GK-",201,90,"Fraser","Forster",1988-03-16 19:00:00,20,"GK","Goalkeeper","Fraser Forster",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","Cameroon","Delantero","-AML-FW-",189,84,"Eric Maxim","Choupo-Moting",1989-03-22 19:00:00,5,"AM(L),FW","Attacking Midfielder (Left) / Forward","Eric Maxim Choupo-Moting",25,1,0,1,0,0,0,0,0,13,9,1,2,2,2,0,0,0,0,2,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0
"469","Ivory Coast","Delantero","-AML-AMR-",175,69,"Max","Gradel",1987-11-29 19:00:00,9,"AM(LR)","Attacking Midfielder (Left, Right)","Max Gradel",26,1,0,1,0,0,0,0,0,15,11,0,0,2,1,2,0,1,1,1,0,0,0,2,0,2,0,2,1,5,1,1,0,0,0
"179","Chile","Delantero",NA,179,78,"Esteban","Paredes",1980-07-31 19:00:00,18,"FW","Forward","Esteban Paredes",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","France","Defensa","-DC-",186,75,"Laurent","Koscielny",1985-09-09 19:00:00,14,"D(C)","Defender (Center)","Laurent Koscielny",28,0,1,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","Ghana","Delantero","-AMC-AML-",176,72,"André","Ayew",1989-12-16 19:00:00,2,"AM(CL)","Attacking Midfielder (Center, Left)","André Ayew",24,1,0,0,0,0,0,1,0,26,22,3,1,1,3,1,0,1,0,2,1,0,0,1,1,1,0,1,1,2,0,2,2,0,0
"183","Chile","Defensa",NA,176,75,"José","Rojas",1983-06-22 19:00:00,22,"D","Defender","José Rojas",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"615","Russia","Mediocampo","-AML-AMR-",177,68,"Aleksey","Ionov",1989-02-17 19:00:00,17,"AM(LR)","Attacking Midfielder (Left, Right)","Aleksey Ionov",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","Bosnia-Herzegovina","Mediocampo","-MC-MR-",180,74,"Miralem","Pjanic",1990-04-01 19:00:00,1,"M(CR)","Midfielder (Center, Right)","Miralem Pjanic",24,1,0,0,0,0,0,0,0,66,58,0,0,1,0,0,0,0,3,2,2,0,0,6,7,3,1,2,1,5,4,0,0,1,0
"61","Australia","Mediocampo",NA,171,65,"Matt","McKay",1983-01-10 19:00:00,15,"M","Midfielder","Matt McKay",31,1,0,0,0,0,0,0,0,42,35,0,2,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,1,0,0
"495","Japan","Defensa",NA,183,72,"Masato","Morishige",1987-05-20 19:00:00,12,"D","Defender","Masato Morishige",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256","Ecuador","Mediocampo","-MC-",183,75,"Christian","Noboa",1985-04-08 18:00:00,3,"M(C)","Midfielder (Center)","Christian Noboa",29,1,0,0,0,0,0,0,0,45,33,3,3,7,0,4,0,1,2,2,0,1,0,0,1,0,0,1,4,0,0,5,3,0,0
"720","USA","Defensa","-DL-DR-ML-MR-",183,74,"Fabian","Johnson",1987-12-10 19:00:00,7,"D(LR),M(LR)","Defender (Left, Right) / Midfielder (Left, Right)","Fabian Johnson",26,1,0,0,0,0,0,0,0,35,27,1,0,2,2,0,0,1,0,2,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
