"","PlayerId","TeamName","PositionText","PlayedPositionsRaw","Height","Weight","FirstName","LastName","DateOfBirth","Ranking","PositionShort","PositionLong","Name","Age","GameStarted","SubOn","SubOff","Yellow","SecondYellow","Red","Goals","Assists","TotalPasses","AccuratePasses","AerialWon","AerialLost","TotalTackles","Interceptions","Fouls","OffsidesWon","TotalClearances","WasDribbled","TotalShots","ShotsOnTarget","ShotsBlocked","OwnGoals","KeyPasses","Dribbles","WasFouled","Offsides","Dispossesed","Turnovers","TotalCrosses","AccurateCrosses","TotalLongBalls","AccurateLongBalls","TotalThroughBalls","AccurateThroughBalls"
"182",123636,"Algeria","keeper",NA,183,68,"Cédric Si","Mohamed",1985-01-08 19:00:00,21,"GK","Goalkeeper","Cédric Si Mohamed",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239",124688,"Belgium","Forward","-AML-",185,75,"Divock","Origi",1995-04-17 19:00:00,9,"AM(L)","Attacking Midfielder (Left)","Divock Origi",19,1,0,1,0,0,0,0,0,15,14,1,5,0,1,3,0,0,1,5,3,0,0,3,4,0,1,2,4,1,1,1,1,1,1
"267",126958,"USA","Defender","-DR-",173,73,"DeAndre","Yedlin",1993-07-08 19:00:00,14,"D(R)","Defender (Right)","DeAndre Yedlin",20,0,1,0,0,0,0,0,0,31,25,2,0,2,0,0,0,4,3,1,0,0,0,3,5,1,0,0,1,8,1,1,1,0,0
"134",128589,"Nigeria","Midfielder",NA,168,62,"Ejike","Uzoenyi",1992-03-22 19:00:00,19,"M","Midfielder","Ejike Uzoenyi",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247",130334,"Belgium","Midfielder","-AML-AMR-",180,75,"Adnan","Januzaj",1995-02-04 19:00:00,17,"AM(LR)","Attacking Midfielder (Left, Right)","Adnan Januzaj",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259",132316,"USA","Midfielder",NA,172,60,"Julian","Green",1995-06-05 19:00:00,6,"M","Midfielder","Julian Green",19,0,1,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,2,1,0,0,0,0
"173",137521,"Algeria","Midfielder","-DMC-",187,68,"Nabil","Bentaleb",1994-11-23 19:00:00,12,"DM(C)","Defensive Midfielder (Center)","Nabil Bentaleb",19,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",141881,"Costa Rica","defender",NA,185,77,"David","Myrie",1988-05-31 19:00:00,19,"D","Defender","David Myrie",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138",143333,"Nigeria","defender",NA,184,77,"Kunle","Odunlami",1991-04-29 19:00:00,23,"D","Defender","Kunle Odunlami",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277",43369,"Brazil","Midfielder","-DC-DL-DMC-",187,80,"Luiz Gustavo","Dias",1987-07-22 19:00:00,1,"D(CL),DM(C)","Defender (Center, Left) / Defensive Midfielder (Center)","Luiz Gustavo",26,1,0,0,1,0,0,0,0,57,47,4,2,5,5,3,0,7,0,1,0,0,0,3,1,2,0,0,1,1,0,4,3,0,0
"278",27586,"Brazil","Defender","-DC-DMC-",189,86,"David","Luiz Moreira Marinho",1987-04-21 19:00:00,2,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","David Luiz",27,1,0,0,0,0,0,1,0,38,28,2,2,2,1,3,2,7,0,1,1,1,0,0,0,1,0,0,1,2,1,9,3,0,0
"279",20241,"Brazil","Defender","-DL-MC-ML-",174,75,"Marcelo Vieira","Da Silva Junior",1988-05-11 19:00:00,3,"D(L),M(CL)","Defender (Left) / Midfielder (Center, Left)","Marcelo",26,1,0,0,0,0,0,0,0,65,49,0,4,6,3,2,0,3,1,1,0,0,0,2,3,2,0,0,0,1,0,9,2,0,0
"280",50835,"Brazil","Forward","-AMC-AML-AMR-",174,64,"Neymar da Silva","Santos Júnior",1992-02-04 19:00:00,4,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Neymar",22,1,0,0,0,0,0,0,0,28,22,3,1,3,0,4,0,0,3,4,1,0,0,3,4,5,2,1,5,9,4,3,1,0,0
"281",5780,"Brazil","Defender","-DC-DR-",173,64,"Daniel","Alves da Silva",1983-05-05 19:00:00,5,"D(CR)","Defender (Center, Right)","Dani Alves",31,1,0,0,1,0,0,0,0,55,44,0,1,4,4,1,0,5,1,2,1,0,0,1,3,1,0,0,1,4,1,8,5,0,0
"282",16886,"Brazil","Forward","-AML-AMR-FW-",180,75,"Givanildo","Vieira de Souza",1986-07-24 19:00:00,6,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Hulk",27,1,0,0,1,0,0,0,0,30,20,3,0,1,3,3,1,0,2,5,2,0,0,2,8,3,0,3,5,8,3,1,1,0,0
"283",28550,"Brazil","Defender","-DC-",183,79,"Thiago Emiliano","da Silva",1984-09-21 19:00:00,7,"D(C)","Defender (Center)","Thiago Silva",29,1,0,0,0,0,0,0,0,38,31,5,4,2,0,1,0,11,0,0,0,2,0,0,0,1,0,0,0,0,0,14,10,0,0
"284",41065,"Brazil","Midfielder","-AMC-AML-AMR-",179,67,"Oscar","dos Santos Emboada Junior",1991-09-08 19:00:00,8,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Oscar",22,1,0,1,0,0,0,0,0,31,16,2,0,5,0,0,0,3,3,1,1,0,0,2,0,1,0,1,0,9,1,3,1,0,0
"285",14149,"Brazil","Goalkeeper","-GK-",186,80,"Julio Cesar","Soares De Espindola",1979-09-02 19:00:00,9,"GK","Goalkeeper","Julio César",34,1,0,0,0,0,0,0,0,22,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0
"286",28191,"Brazil","Midfielder","-MC-ML-MR-",180,70,"Ramires","Santos do Nascimento",1987-03-23 19:00:00,10,"M(CLR)","Midfielder (Center, Left, Right)","Ramires",27,0,1,0,0,0,0,0,0,19,11,4,1,1,1,3,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"287",15418,"Brazil","Forward","-FW-",185,75,"Frederico","Chaves Guedes",1983-10-02 19:00:00,11,"FW","Forward","Fred",30,1,0,1,0,0,0,0,0,8,6,0,2,0,0,1,0,3,0,3,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
"288",19119,"Brazil","Midfielder","-DMC-",179,67,"Fernando","Luiz Rosa",1985-05-03 19:00:00,12,"DM(C)","Defensive Midfielder (Center)","Fernandinho",29,1,0,1,0,0,0,0,0,12,10,0,0,3,0,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"289",16696,"Brazil","Forward","-FW-",191,78,"João Alves","de Assis Silva",1987-03-19 19:00:00,13,"FW","Forward","Jô",27,0,1,0,1,0,0,0,0,13,4,6,5,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0
"290",29463,"Brazil","Midfielder","-AMC-AML-AMR-",175,75,"Willian","Borges Da Silva",1988-08-08 19:00:00,14,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Willian",25,0,1,0,0,0,0,0,0,9,8,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
"291",17108,"Brazil","Midfielder","-MC-",180,76,"Anderson Hernanes","de Carvalho Andrade Lima",1985-05-28 19:00:00,15,"M(C)","Midfielder (Center)","Hernanes",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292",101642,"Brazil","Midfielder",NA,166,57,"Bernard","Anício Caldeira Duarte",1992-09-07 19:00:00,16,"M","Midfielder","Bernard",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293",6683,"Brazil","Defender","-DC-",188,87,"Dante Bonfim","Costa Santos",1983-10-17 19:00:00,17,"D(C)","Defender (Center)","Dante",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294",40765,"Brazil","Defender","-DC-DR-",187,84,"Henrique","Adriano Buss",1986-10-13 19:00:00,18,"D(CR)","Defender (Center, Right)","Henrique",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295",33690,"Brazil","Goalkeeper","-GK-",190,80,"Jefferson","de Oliveira Galvao",1983-01-01 19:00:00,19,"GK","Goalkeeper","Jefferson",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296",36399,"Brazil","Midfielder","-MC-",181,77,"José Paulo","Bezerra Maciel Júnior",1988-07-24 19:00:00,20,"M(C)","Midfielder (Center)","Paulinho",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297",8007,"Brazil","Defender","-DR-",184,77,"Maicon Douglas","Sisenando",1981-07-25 19:00:00,21,"D(R)","Defender (Right)","Maicon",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298",4871,"Brazil","Defender","-DL-DMC-",176,73,"Maxwell","Cabelino Andrade",1981-08-26 19:00:00,22,"D(L),DM(C)","Defender (Left) / Defensive Midfielder (Center)","Maxwell",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299",40667,"Brazil","Goalkeeper","-GK-",193,84,"Victor Leandro","Bagy",1983-01-20 19:00:00,23,"GK","Goalkeeper","Victor",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300",25244,"Chile","Forward","-AMC-AML-AMR-FW-",168,62,"Alexis","Sánchez",1988-12-18 19:00:00,1,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Alexis Sánchez",25,1,0,0,0,0,0,1,0,31,25,2,3,1,2,2,0,0,1,2,1,0,0,2,6,7,1,14,4,3,0,3,2,0,0
"301",14199,"Chile","Goalkeeper","-GK-",185,81,"Claudio","Bravo",1983-04-12 18:00:00,2,"GK","Goalkeeper","Claudio Bravo",31,1,0,0,0,0,0,0,0,31,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,25,8,0,0
"302",29390,"Chile","Midfielder","-DC-DMC-",172,71,"Gary","Medel",1987-08-02 19:00:00,3,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","Gary Medel",26,1,0,1,0,0,0,0,0,64,52,3,3,0,3,0,0,12,0,0,0,2,0,0,1,1,0,0,0,0,0,14,10,0,0
"303",35277,"Chile","Midfielder","-MC-",178,80,"Francisco","Silva",1986-02-10 19:00:00,4,"M(C)","Midfielder (Center)","Francisco Silva",28,1,0,0,1,0,0,0,0,53,43,2,4,5,0,5,2,6,0,0,0,1,0,2,0,4,0,0,0,0,0,15,11,0,0
"304",83407,"Chile","Defender","-DL-",171,73,"Eugenio","Mena",1988-07-17 19:00:00,5,"D(L)","Defender (Left)","Eugenio Mena",25,1,0,0,1,0,0,0,0,26,18,0,2,4,3,3,0,5,3,1,0,1,0,1,1,0,0,0,1,4,0,2,0,0,0
"305",25008,"Chile","Midfielder","-MC-",180,75,"Arturo","Vidal",1987-05-21 19:00:00,6,"M(C)","Midfielder (Center)","Arturo Vidal",27,1,0,1,0,0,0,0,0,39,29,7,5,3,1,2,0,1,1,0,0,0,0,0,0,6,1,2,2,0,0,2,1,1,1
"306",33878,"Chile","Midfielder","-DR-MC-MR-",177,72,"Mauricio","Isla",1988-06-11 19:00:00,7,"D(R),M(CR)","Defender (Right) / Midfielder (Center, Right)","Mauricio Isla",26,1,0,0,0,0,0,0,0,45,30,0,2,3,3,1,0,5,1,0,0,0,0,2,1,2,1,2,1,2,0,4,1,0,0
"307",25657,"Chile","Midfielder","-DMC-",171,71,"Charles","Aránguiz",1989-04-16 19:00:00,8,"DM(C)","Defensive Midfielder (Center)","Charles Aránguiz",25,1,0,0,0,0,0,0,0,30,28,0,0,4,1,2,0,0,3,3,1,0,0,1,1,1,0,1,2,1,0,3,3,0,0
"308",82388,"Chile","Midfielder","-DMC-",175,64,"Felipe","Gutierrez",1990-10-07 19:00:00,9,"DM(C)","Defensive Midfielder (Center)","Felipe Gutierrez",23,0,1,0,0,0,0,0,0,25,19,1,2,3,2,4,0,2,3,0,0,1,0,0,0,2,0,2,0,2,0,1,0,0,0
"309",35255,"Chile","Midfielder","-MC-",166,63,"Marcelo","Díaz",1986-12-29 19:00:00,10,"M(C)","Midfielder (Center)","Marcelo Díaz",27,1,0,0,0,0,0,0,0,58,49,0,3,3,4,0,0,0,2,4,0,0,0,0,0,2,0,2,1,5,0,8,4,0,0
"310",30075,"Chile","defender",NA,176,75,"José","Rojas",1983-06-22 19:00:00,11,"D","Defender","José Rojas",31,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311",35237,"Chile","Forward","-AMC-AMR-FW-",175,69,"Eduardo","Vargas",1989-11-19 19:00:00,12,"AM(CR),FW","Attacking Midfielder (Center, Right) / Forward","Eduardo Vargas",24,1,0,1,0,0,0,0,1,8,5,1,1,0,0,0,0,2,3,0,0,0,0,1,0,0,0,2,2,1,0,1,0,0,0
"312",28720,"Chile","Defender","-DMC-DR-",177,77,"Gonzalo","Jara",1985-08-28 19:00:00,13,"D(R),DM(C)","Defender (Right) / Defensive Midfielder (Center)","Gonzalo Jara",28,1,0,0,0,0,0,0,0,49,42,2,1,2,2,2,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,10,7,0,0
"313",5734,"Chile","Forward","-FW-",187,78,"Mauricio","Pinilla",1984-02-03 19:00:00,14,"FW","Forward","Mauricio Pinilla",30,0,1,0,1,0,0,0,0,15,7,4,3,0,0,2,0,2,0,3,0,0,0,0,0,1,0,2,2,0,0,2,1,0,0
"314",24175,"Chile","Midfielder","-MC-",179,68,"Carlos","Carmona",1987-02-20 19:00:00,15,"M(C)","Midfielder (Center)","Carlos Carmona",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315",36548,"Chile","keeper",NA,185,75,"Cristopher","Toselli",1988-06-14 19:00:00,16,"GK","Goalkeeper","Cristopher Toselli",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316",30001,"Chile","forward",NA,179,78,"Esteban","Paredes",1980-07-31 19:00:00,17,"FW","Forward","Esteban Paredes",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317",25714,"Chile","Midfielder","-AMC-AML-AMR-",168,70,"Fabián","Orellana",1986-01-26 19:00:00,18,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Fabián Orellana",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318",12461,"Chile","Midfielder","-DL-ML-",178,84,"Jean","Beausejour",1984-05-31 19:00:00,19,"D(L),M(L)","Defender (Left) / Midfielder (Left)","Jean Beausejour",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319",23652,"Chile","keeper",NA,184,78,"Johnny","Herrera",1981-05-08 19:00:00,20,"GK","Goalkeeper","Johnny Herrera",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320",10463,"Chile","Midfielder",NA,173,71,"Jorge","Valdívia",1983-10-18 19:00:00,21,"M","Midfielder","Jorge Valdívia",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321",23728,"Chile","midfielder",NA,170,67,"José","Fuenzalida",1985-02-21 19:00:00,22,"M","Midfielder","José Fuenzalida",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322",28401,"Chile","defender",NA,180,80,"Miiko","Albornoz",1990-11-29 19:00:00,23,"D","Defender","Miiko Albornoz",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323",71182,"Colombia","Midfielder","-AMC-AML-AMR-",180,79,"James","Rodríguez",1991-07-11 19:00:00,1,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","James Rodríguez",22,1,0,1,0,0,0,2,0,32,25,0,1,2,1,3,0,0,0,3,2,0,0,2,0,0,0,1,0,7,1,2,1,0,0
"324",36745,"Colombia","Goalkeeper","-GK-",183,80,"David","Ospina",1988-08-30 19:00:00,2,"GK","Goalkeeper","David Ospina",25,1,0,0,0,0,0,0,0,20,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0
"325",44868,"Colombia","Midfielder","-DR-FW-MC-ML-MR-",176,66,"Juan Guillermo","Cuadrado",1988-05-25 19:00:00,3,"D(R),M(CLR),FW","Defender (Right) / Midfielder (Center, Left, Right) / Forward","Juan Guillermo Cuadrado",26,1,0,1,0,0,0,0,1,30,29,0,0,1,1,2,0,2,2,1,0,0,0,1,3,6,0,2,0,4,0,2,2,0,0
"326",5689,"Colombia","Defender","-DC-",186,83,"Mario","Yepes",1976-01-12 19:00:00,4,"D(C)","Defender (Center)","Mario Yepes",38,1,0,0,0,0,0,0,0,32,28,2,0,5,1,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0
"327",14067,"Colombia","Midfielder","-MC-",185,82,"Abel","Aguilar",1985-01-05 19:00:00,5,"M(C)","Midfielder (Center)","Abel Aguilar",29,1,0,0,0,0,0,0,1,52,46,3,4,4,1,2,0,2,4,0,0,1,0,1,0,3,0,0,1,0,0,5,4,0,0
"328",26720,"Colombia","Midfielder","-DMC-",182,80,"Carlos","Sánchez",1986-02-05 19:00:00,6,"DM(C)","Defensive Midfielder (Center)","Carlos Sánchez",28,1,0,0,0,0,0,0,0,25,21,3,2,3,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,5,4,0,0
"329",14063,"Colombia","Defender","-DC-DR-",186,78,"Cristian","Zapata",1986-09-29 19:00:00,7,"D(CR)","Defender (Center, Right)","Cristian Zapata",27,1,0,0,0,0,0,0,0,39,38,0,2,0,3,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,10,9,0,0
"330",27494,"Colombia","Forward","-FW-",184,75,"Jackson","Martínez",1986-10-02 19:00:00,8,"FW","Forward","Jackson Martínez",27,1,0,0,0,0,0,0,0,22,12,4,5,4,0,2,0,2,0,1,0,1,0,1,0,2,0,2,4,1,0,1,1,0,0
"331",26682,"Colombia","Midfielder","-DL-MC-ML-MR-",172,72,"Juan","Zuñiga",1985-12-13 19:00:00,9,"D(L),M(CLR)","Defender (Left) / Midfielder (Center, Left, Right)","Juan Zuñiga",28,1,0,0,0,0,0,0,0,41,28,0,0,2,0,0,1,1,0,2,1,0,0,0,2,4,0,0,2,2,0,5,2,0,0
"332",30987,"Colombia","forward",NA,181,73,"Teófilo","Gutiérrez",1985-05-16 19:00:00,10,"FW","Forward","Teófilo Gutiérrez",29,1,0,1,0,0,0,0,0,21,16,1,3,3,1,2,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
"333",24419,"Colombia","Defender","-DL-ML-",174,73,"Pablo","Armero",1986-11-01 19:00:00,11,"D(L),M(L)","Defender (Left) / Midfielder (Left)","Pablo Armero",27,1,0,0,1,0,0,0,0,34,30,2,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,1,3,2,1,4,1,0,0
"334",32629,"Colombia","midfielder",NA,177,77,"Alexander","Mejía",1988-07-10 19:00:00,12,"M","Midfielder","Alexander Mejía",25,0,1,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335",22701,"Colombia","Midfielder","-AMC-",183,77,"Fredy","Guarín",1986-06-29 19:00:00,13,"AM(C)","Attacking Midfielder (Center)","Fredy Guarín",27,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"336",24420,"Colombia","Forward","-AML-FW-",185,74,"Adrián","Ramos",1986-01-21 19:00:00,14,"AM(L),FW","Attacking Midfielder (Left) / Forward","Adrián Ramos",28,0,1,0,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337",53362,"Colombia","keeper",NA,185,81,"Camilo","Vargas",1989-03-08 19:00:00,15,"GK","Goalkeeper","Camilo Vargas",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338",71687,"Colombia","Forward","-FW-",181,76,"Carlos","Bacca",1986-09-07 19:00:00,16,"FW","Forward","Carlos Bacca",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339",125249,"Colombia","Midfielder",NA,180,77,"Carlos","Carbonero",1990-07-24 19:00:00,19,"M","Midfielder","Carlos Carbonero",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340",62065,"Colombia","Defender",NA,183,80,"Carlos","Valdés",1985-05-21 19:00:00,18,"D","Defender","Carlos Valdés",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341",127249,"Colombia","Defender",NA,180,72,"Eder","Balanta",1993-02-27 19:00:00,19,"D","Defender","Eder Balanta",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342",1212,"Colombia","Goalkeeper","-GK-",191,94,"Faryd","Mondragón",1971-06-20 19:00:00,20,"GK","Goalkeeper","Faryd Mondragón",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343",118155,"Colombia","Midfielder","-AMC-",168,62,"Juan","Quintero",1993-01-17 19:00:00,21,"AM(C)","Attacking Midfielder (Center)","Juan Quintero",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344",88112,"Colombia","Defender","-DR-",175,72,"Santiago","Arias",1992-01-12 19:00:00,22,"D(R)","Defender (Right)","Santiago Arias",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345",74805,"Colombia","Forward","-AML-AMR-FW-",186,69,"Víctor","Ibarbo",1990-05-18 19:00:00,23,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Víctor Ibarbo",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346",26059,"Uruguay","Defender","-DC-",185,75,"Diego","Godín",1986-02-15 19:00:00,1,"D(C)","Defender (Center)","Diego Godín",28,1,0,0,0,0,0,0,0,24,21,4,1,0,2,1,1,8,1,1,0,1,0,1,1,4,0,0,0,0,0,4,3,1,1
"347",26657,"Uruguay","Midfielder","-DR-MC-MR-",176,72,"Álvaro","González",1984-10-28 19:00:00,2,"D(R),M(CR)","Defender (Right) / Midfielder (Center, Right)","Álvaro González",29,1,0,1,0,0,0,0,0,23,20,0,2,4,2,0,0,0,0,1,1,1,0,1,0,0,0,2,0,1,0,3,3,0,0
"348",30635,"Uruguay","Defender","-DC-DL-DR-MR-",182,77,"Martín","Cáceres",1987-04-06 19:00:00,3,"D(CLR),M(R)","Defender (Center, Left, Right) / Midfielder (Right)","Martín Cáceres",27,1,0,0,0,0,0,0,0,44,41,2,0,1,2,0,0,4,0,1,0,0,0,1,1,0,0,0,1,2,1,2,1,0,0
"349",82923,"Uruguay","Midfielder","-AMC-AML-AMR-FW-",183,77,"Gastón","Ramírez",1990-12-01 19:00:00,4,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Gastón Ramírez",23,0,1,0,0,0,0,0,0,33,24,0,1,0,0,2,0,0,0,1,0,0,0,4,1,0,0,2,0,3,3,4,2,0,0
"350",24405,"Uruguay","Midfielder","-DMC-",170,68,"Egidio","Arévalo Rios",1981-12-31 19:00:00,5,"DM(C)","Defensive Midfielder (Center)","Egidio Arévalo Rios",32,1,0,0,0,0,0,0,0,28,22,1,3,3,1,2,0,2,1,1,0,0,0,0,1,2,0,0,0,0,0,7,5,0,0
"351",24328,"Uruguay","Forward","-AMR-FW-",184,71,"Edinson","Cavani",1987-02-13 19:00:00,6,"AM(R),FW","Attacking Midfielder (Right) / Forward","Edinson Cavani",27,1,0,0,0,0,0,0,0,28,24,1,0,0,2,3,0,0,2,5,1,0,0,2,1,2,1,5,5,4,1,1,1,0,0
"352",19361,"Uruguay","Midfielder","-AMC-AML-",178,81,"Cristian","Rodríguez",1985-09-29 19:00:00,7,"AM(CL)","Attacking Midfielder (Center, Left)","Cristian Rodríguez",28,1,0,0,0,0,0,0,0,36,27,2,1,2,0,1,0,0,0,2,1,0,0,0,1,2,0,5,2,0,0,0,0,0,0
"353",24400,"Uruguay","Forward","-AMR-FW-",185,77,"Christian","Stuani",1986-10-11 19:00:00,8,"AM(R),FW","Attacking Midfielder (Right) / Forward","Christian Stuani",27,0,1,0,0,0,0,0,0,6,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,2,1,0,0,0,0
"354",32741,"Uruguay","Forward","-FW-",185,70,"Abel","Hernández",1990-08-07 19:00:00,9,"FW","Forward","Abel Hernández",23,0,1,0,0,0,0,0,0,6,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"355",135914,"Uruguay","Defender",NA,185,80,"José María","Giménez",1995-01-19 19:00:00,10,"D","Defender","José María Giménez",19,1,0,0,1,0,0,0,0,27,16,3,1,0,1,2,0,4,0,1,0,0,0,0,0,2,0,1,0,0,0,6,4,0,0
"356",24030,"Uruguay","Defender","-DR-",173,72,"Victorio Maximiliano","Pereira Páez",1984-06-07 19:00:00,11,"D(R)","Defender (Right)","Maxi Pereira",30,1,0,0,0,0,0,0,0,35,28,0,2,1,1,1,0,2,0,1,1,0,0,1,0,3,0,1,1,0,0,1,0,0,0
